School,MonthCode,CalMonth,GradeLevel,GradeSort,RosterCount,Absent,Present,Released
01M363,10,Jun,0K,0,56,85,863,0
01M363,10,Jun,PK,-1,18,25,281,0
01M363,1,Sep,1,1,52,35,781,0
01M363,1,Sep,2,2,56,32,864,0
01M363,1,Sep,3,3,45,28,645,0
01M363,1,Sep,4,4,44,8,680,0
01M363,1,Sep,5,5,35,6,515,0
01M363,1,Sep,0K,0,61,36,868,0
01M363,1,Sep,PK,-1,18,17,235,0
01M363,2,Oct,1,1,51,51,816,0
01M363,2,Oct,2,2,56,49,903,0
01M363,2,Oct,3,3,44,25,698,0
01M363,2,Oct,4,4,43,34,697,0
01M363,2,Oct,5,5,34,19,547,0
01M363,2,Oct,0K,0,58,71,915,0
01M363,2,Oct,PK,-1,18,19,287,0
01M363,3,Nov,1,1,51,73,845,0
01M363,3,Nov,2,2,56,58,950,0
01M363,3,Nov,3,3,45,38,760,0
01M363,3,Nov,4,4,43,28,746,0
01M363,3,Nov,5,5,35,24,588,0
01M363,3,Nov,0K,0,58,94,950,0
01M363,3,Nov,PK,-1,18,26,298,0
01M363,4,Dec,1,1,52,56,803,0
01M363,4,Dec,2,2,56,73,879,0
01M363,4,Dec,3,3,46,50,707,0
01M363,4,Dec,4,4,47,42,689,0
01M363,4,Dec,5,5,35,62,516,0
01M363,4,Dec,0K,0,58,100,886,0
01M363,4,Dec,PK,-1,18,37,269,0
01M364,5,Jan,1,1,47,71,869,0
01M364,5,Jan,2,2,58,102,1052,0
01M364,5,Jan,3,3,50,74,906,0
01M364,5,Jan,4,4,48,50,910,0
01M364,5,Jan,5,5,47,74,863,0
01M364,5,Jan,0K,0,48,75,885,0
01M364,5,Jan,PK,-1,36,63,657,0
01M364,6,Feb,1,1,47,43,615,0
01M364,6,Feb,2,2,57,63,735,0
01M364,6,Feb,3,3,49,37,649,0
01M364,6,Feb,4,4,48,35,637,0
01M364,6,Feb,5,5,46,25,619,0
01M364,6,Feb,0K,0,48,56,614,0
01M364,6,Feb,PK,-1,36,15,489,0
01M364,7,Mar,1,1,47,38,996,0
01M364,7,Mar,2,2,57,78,1176,0
01M364,7,Mar,3,3,49,48,1030,0
01M364,7,Mar,4,4,48,59,997,0
01M364,7,Mar,5,5,46,35,977,0
01M364,7,Mar,0K,0,47,64,970,0
01M364,7,Mar,PK,-1,36,49,743,0
01M364,8,Apr,1,1,47,38,573,0
01M364,8,Apr,2,2,57,70,668,0
01M364,8,Apr,3,3,49,40,589,0
01M364,8,Apr,4,4,48,38,586,0
01M364,8,Apr,5,5,46,27,571,0
01M364,8,Apr,0K,0,47,51,560,0
01M364,8,Apr,PK,-1,36,40,428,0
01M364,9,May,1,1,47,56,978,0
01M364,9,May,2,2,56,68,1164,0
01M364,9,May,3,3,48,65,991,0
01M364,9,May,4,4,49,44,1016,0
01M364,9,May,5,5,46,40,972,0
01M364,9,May,0K,0,48,72,970,0
01M364,9,May,PK,-1,36,38,754,0
01M364,10,Jun,1,1,47,77,722,0
01M364,10,Jun,2,2,56,76,876,0
01M364,10,Jun,3,3,48,73,743,0
01M364,10,Jun,4,4,49,42,791,0
01M364,10,Jun,5,5,46,50,732,0
01M364,10,Jun,0K,0,48,71,745,0
01M364,10,Jun,PK,-1,36,37,575,0
01M364,1,Sep,1,1,50,24,712,0
01M364,1,Sep,2,2,56,30,866,0
01M364,1,Sep,3,3,53,20,748,0
01M364,1,Sep,4,4,53,27,757,0
01M364,1,Sep,5,5,47,16,704,0
01M364,1,Sep,0K,0,50,20,748,0
01M364,1,Sep,PK,-1,39,12,563,0
01M364,2,Oct,1,1,47,42,748,0
01M364,2,Oct,2,2,57,51,908,0
01M364,2,Oct,3,3,48,41,775,0
01M364,2,Oct,4,4,49,25,808,0
01M364,2,Oct,5,5,46,32,740,0
01M364,2,Oct,0K,0,48,39,777,0
01M364,2,Oct,PK,-1,36,19,593,0
01M364,3,Nov,1,1,47,56,790,0
01M364,3,Nov,2,2,57,73,953,0
01M364,3,Nov,3,3,49,48,832,0
01M364,3,Nov,4,4,49,27,855,0
01M364,3,Nov,5,5,46,27,786,0
01M364,3,Nov,0K,0,48,49,815,0
01M364,3,Nov,PK,-1,36,40,608,0
01M364,4,Dec,1,1,47,62,737,0
01M364,4,Dec,2,2,57,104,865,0
01M364,4,Dec,3,3,50,54,795,0
01M364,4,Dec,4,4,49,47,784,0
01M364,4,Dec,5,5,47,48,745,0
01M364,4,Dec,0K,0,48,64,752,0
01M364,4,Dec,PK,-1,36,56,556,0
01M378,5,Jan,6,6,99,153,1820,0
01M378,5,Jan,7,7,99,226,1728,0
01M378,5,Jan,8,8,88,175,1584,0
01M378,6,Feb,6,6,99,111,1271,0
01M378,6,Feb,7,7,101,117,1280,0
01M378,6,Feb,8,8,88,79,1139,0
01M378,7,Mar,6,6,99,174,1993,0
01M378,7,Mar,7,7,101,224,1986,0
01M378,7,Mar,8,8,87,188,1726,0
01M378,8,Apr,6,6,99,88,1191,0
01M378,8,Apr,7,7,99,130,1157,0
01M378,8,Apr,8,8,87,136,995,0
01M378,9,May,6,6,99,210,1932,0
01M378,9,May,7,7,100,269,1922,0
01M378,9,May,8,8,88,210,1704,0
01M378,10,Jun,6,6,96,197,1435,0
01M378,10,Jun,7,7,99,210,1472,0
01M378,10,Jun,8,8,88,221,1269,0
01M378,1,Sep,6,6,110,149,1510,0
01M378,1,Sep,7,7,104,169,1378,0
01M378,1,Sep,8,8,104,96,1260,0
01M378,2,Oct,6,6,102,140,1577,0
01M378,2,Oct,7,7,99,150,1492,0
01M378,2,Oct,8,8,85,117,1328,0
01M378,3,Nov,6,6,101,160,1658,0
01M378,3,Nov,7,7,97,198,1548,0
01M378,3,Nov,8,8,87,121,1429,0
01M378,4,Dec,6,6,103,183,1507,0
01M378,4,Dec,7,7,97,206,1429,0
01M378,4,Dec,8,8,88,137,1357,0
01M448,5,Jan,9,9,138,159,1908,1
01M448,5,Jan,10,10,109,107,1493,0
01M448,5,Jan,11,11,79,82,1100,0
01M448,5,Jan,12,12,66,107,878,0
01M448,6,Feb,9,9,138,153,1762,2
01M448,6,Feb,10,10,109,101,1393,0
01M448,6,Feb,11,11,79,50,1047,0
01M448,6,Feb,12,12,63,95,759,0
01M448,7,Mar,9,9,137,270,2731,5
01M448,7,Mar,10,10,107,162,2172,0
01M448,7,Mar,11,11,80,85,1673,0
01M448,7,Mar,12,12,61,158,1184,0
01M448,8,Apr,9,9,137,164,1614,3
01M448,8,Apr,10,10,106,97,1275,0
01M448,8,Apr,11,11,81,46,1000,0
01M448,8,Apr,12,12,61,83,710,0
01M448,9,May,9,9,138,252,2758,4
01M448,9,May,10,10,106,229,2085,0
01M448,9,May,11,11,81,114,1668,0
01M448,9,May,12,12,61,218,1124,0
01M448,10,Jun,9,9,137,120,1109,2
01M448,10,Jun,10,10,106,124,830,0
01M448,10,Jun,11,11,81,60,669,0
01M448,10,Jun,12,12,61,119,430,0
01M448,1,Sep,9,9,162,158,2053,0
01M448,1,Sep,10,10,123,130,1661,0
01M448,1,Sep,11,11,81,41,1214,0
01M448,1,Sep,12,12,69,78,1010,0
01M448,2,Oct,9,9,138,124,2203,1
01M448,2,Oct,10,10,111,114,1752,0
01M448,2,Oct,11,11,79,50,1275,0
01M448,2,Oct,12,12,68,83,1072,0
01M448,3,Nov,9,9,137,142,2315,0
01M448,3,Nov,10,10,109,86,1842,0
01M448,3,Nov,11,11,78,39,1365,0
01M448,3,Nov,12,12,67,106,1095,0
01M448,4,Dec,9,9,138,170,2159,4
01M448,4,Dec,10,10,107,138,1681,0
01M448,4,Dec,11,11,78,63,1263,0
01M448,4,Dec,12,12,66,88,1034,0
01M450,5,Jan,6,6,108,49,2111,0
01M450,5,Jan,7,7,91,66,1754,0
01M450,5,Jan,8,8,107,71,2052,0
01M450,5,Jan,9,9,107,28,1898,214
01M450,5,Jan,10,10,96,42,1701,177
01M450,5,Jan,11,11,95,86,1608,186
01M450,5,Jan,12,12,89,150,1458,168
01M450,6,Feb,6,6,108,86,1426,0
01M450,6,Feb,7,7,91,37,1237,0
01M450,6,Feb,8,8,106,47,1437,0
01M450,6,Feb,9,9,107,48,1441,9
01M450,6,Feb,10,10,96,64,1275,0
01M450,6,Feb,11,11,94,118,1198,0
01M450,6,Feb,12,12,85,131,1051,0
01M450,7,Mar,6,6,108,63,2313,0
01M450,7,Mar,7,7,91,71,1903,0
01M450,7,Mar,8,8,106,77,2255,0
01M450,7,Mar,9,9,107,69,2275,10
01M450,7,Mar,10,10,96,62,2019,0
01M450,7,Mar,11,11,94,152,1878,0
01M450,7,Mar,12,12,84,209,1639,0
01M450,8,Apr,6,6,108,63,1341,0
01M450,8,Apr,7,7,90,46,1124,0
01M450,8,Apr,8,8,106,56,1322,0
01M450,8,Apr,9,9,107,85,1288,5
01M450,8,Apr,10,10,95,59,1176,0
01M450,8,Apr,11,11,91,55,1115,0
01M450,8,Apr,12,12,84,159,933,0
01M450,9,May,6,6,108,95,2281,0
01M450,9,May,7,7,90,52,1928,0
01M450,9,May,8,8,106,66,2266,0
01M450,9,May,9,9,106,119,2213,0
01M450,9,May,10,10,95,167,1923,0
01M450,9,May,11,11,90,178,1802,0
01M450,9,May,12,12,85,390,1476,0
01M450,10,Jun,6,6,108,43,1901,0
01M450,10,Jun,7,7,90,22,1598,0
01M450,10,Jun,8,8,106,41,1867,0
01M450,10,Jun,9,9,106,32,1876,0
01M450,10,Jun,10,10,96,31,1696,0
01M450,10,Jun,11,11,90,46,1574,0
01M450,10,Jun,12,12,85,45,1485,0
01M450,1,Sep,6,6,109,18,1710,0
01M450,1,Sep,7,7,96,48,1404,0
01M450,1,Sep,8,8,108,39,1675,0
01M450,1,Sep,9,9,114,50,1672,0
01M450,1,Sep,10,10,101,51,1489,0
01M450,1,Sep,11,11,110,110,1451,0
01M450,1,Sep,12,12,96,131,1313,0
01M450,2,Oct,6,6,108,38,1798,0
01M450,2,Oct,7,7,91,51,1496,0
01M450,2,Oct,8,8,107,32,1787,0
01M450,2,Oct,9,9,107,42,1777,0
01M450,2,Oct,10,10,97,52,1575,0
01M450,2,Oct,11,11,96,113,1519,0
01M450,2,Oct,12,12,90,116,1405,0
01M450,3,Nov,6,6,108,37,1907,0
01M450,3,Nov,7,7,91,39,1599,0
01M450,3,Nov,8,8,107,50,1876,0
01M450,3,Nov,9,9,107,26,1900,0
01M450,3,Nov,10,10,96,63,1665,0
01M450,3,Nov,11,11,96,131,1597,0
01M450,3,Nov,12,12,89,129,1473,0
01M450,4,Dec,6,6,108,58,1778,0
01M450,4,Dec,7,7,91,56,1491,0
01M450,4,Dec,8,8,107,87,1732,0
01M450,4,Dec,9,9,107,69,1750,0
01M450,4,Dec,10,10,96,88,1544,0
01M450,4,Dec,11,11,96,125,1506,0
01M450,4,Dec,12,12,89,185,1328,0
01M458,5,Jan,9,9,10,86,50,0
01M458,5,Jan,10,10,45,269,314,0
01M458,5,Jan,11,11,75,408,617,0
01M458,5,Jan,12,12,66,380,561,0
01M458,6,Feb,9,9,11,76,72,0
01M458,6,Feb,10,10,45,278,338,0
01M458,6,Feb,11,11,74,377,644,0
01M458,6,Feb,12,12,43,240,341,0
01M458,7,Mar,9,9,12,115,122,0
01M458,7,Mar,10,10,44,465,493,0
01M458,7,Mar,11,11,74,599,978,5
01M458,7,Mar,12,12,42,396,518,0
01M458,8,Apr,9,9,13,65,92,0
01M458,8,Apr,10,10,53,338,332,0
01M458,8,Apr,11,11,86,469,617,0
01M458,8,Apr,12,12,48,260,343,0
01M458,9,May,9,9,12,142,122,0
01M458,9,May,10,10,53,581,584,0
01M458,9,May,11,11,84,762,1031,0
01M458,9,May,12,12,46,434,560,3
01M458,10,Jun,9,9,12,80,28,0
01M458,10,Jun,10,10,53,328,149,0
01M458,10,Jun,11,11,81,384,313,0
01M458,10,Jun,12,12,46,208,162,0
01M458,1,Sep,9,9,13,64,47,0
01M458,1,Sep,10,10,49,178,312,0
01M458,1,Sep,11,11,72,270,712,0
01M458,1,Sep,12,12,77,294,777,0
01M458,2,Oct,9,9,8,66,57,0
01M458,2,Oct,10,10,44,256,413,0
01M458,2,Oct,11,11,71,366,796,0
01M458,2,Oct,12,12,69,407,750,0
01M458,3,Nov,9,9,9,85,69,0
01M458,3,Nov,10,10,43,332,415,0
01M458,3,Nov,11,11,72,496,791,1
01M458,3,Nov,12,12,68,478,710,0
01M458,4,Dec,9,9,9,98,55,0
01M458,4,Dec,10,10,40,294,372,0
01M458,4,Dec,11,11,71,469,738,0
01M458,4,Dec,12,12,65,487,605,0
01M509,5,Jan,9,9,48,186,517,0
01M509,5,Jan,10,10,56,147,658,0
01M509,5,Jan,11,11,45,111,544,0
01M509,5,Jan,12,12,53,140,568,0
01M509,6,Feb,9,9,45,184,399,0
01M509,6,Feb,10,10,59,136,642,0
01M509,6,Feb,11,11,42,96,464,0
01M509,6,Feb,12,12,52,158,555,0
01M509,7,Mar,9,9,40,236,619,0
01M509,7,Mar,10,10,56,254,978,0
01M509,7,Mar,11,11,40,161,719,0
01M509,7,Mar,12,12,51,221,901,0
01M509,8,Apr,9,9,38,117,377,0
01M509,8,Apr,10,10,56,128,583,0
01M509,8,Apr,11,11,40,83,437,0
01M509,8,Apr,12,12,51,110,553,0
01M509,9,May,9,9,38,221,613,0
01M509,9,May,10,10,55,213,979,0
01M509,9,May,11,11,40,127,753,0
01M509,9,May,12,12,51,215,907,0
01M509,10,Jun,9,9,37,140,193,0
01M509,10,Jun,10,10,54,149,333,0
01M509,10,Jun,11,11,40,97,263,0
01M509,10,Jun,12,12,52,116,343,0
01M509,1,Sep,9,9,61,173,574,0
01M509,1,Sep,10,10,67,230,728,0
01M509,1,Sep,11,11,52,140,621,0
01M509,1,Sep,12,12,61,182,650,0
01M509,2,Oct,9,9,48,179,626,0
01M509,2,Oct,10,10,60,185,793,0
01M509,2,Oct,11,11,46,131,651,0
01M509,2,Oct,12,12,49,151,660,0
01M509,3,Nov,9,9,46,224,604,0
01M509,3,Nov,10,10,57,221,798,3
01M509,3,Nov,11,11,46,108,709,0
01M509,3,Nov,12,12,47,152,694,0
01M509,4,Dec,9,9,52,237,570,0
01M509,4,Dec,10,10,56,196,731,5
01M509,4,Dec,11,11,45,128,637,0
01M509,4,Dec,12,12,47,141,658,0
01M515,5,Jan,10,10,298,693,3407,0
01M515,5,Jan,11,11,162,324,1613,7
01M515,5,Jan,12,12,154,440,1552,0
01M515,6,Feb,10,10,270,532,3047,9
01M515,6,Feb,11,11,150,256,1743,2
01M515,6,Feb,12,12,122,351,1277,0
01M515,7,Mar,10,10,290,813,5027,12
01M515,7,Mar,11,11,161,492,2698,8
01M515,7,Mar,12,12,117,496,2014,0
01M515,8,Apr,10,10,288,553,3031,9
01M515,8,Apr,11,11,149,343,1577,3
01M515,8,Apr,12,12,115,376,1108,0
01M515,9,May,10,10,282,845,5279,14
01M515,9,May,11,11,147,517,2675,2
01M515,9,May,12,12,113,590,1844,0
01M515,10,Jun,10,10,277,755,1721,2
01M515,10,Jun,11,11,145,452,847,1
01M515,10,Jun,12,12,110,418,570,0
01M515,1,Sep,10,10,274,620,3392,0
01M515,1,Sep,11,11,181,436,2031,0
01M515,1,Sep,12,12,150,401,1676,0
01M515,2,Oct,10,10,282,554,3977,1
01M515,2,Oct,11,11,153,362,2160,0
01M515,2,Oct,12,12,140,364,1952,0
01M515,3,Nov,10,10,278,568,4265,0
01M515,3,Nov,11,11,143,419,2130,0
01M515,3,Nov,12,12,138,429,2002,0
01M515,4,Dec,10,10,286,724,3938,4
01M515,4,Dec,11,11,142,405,1891,9
01M515,4,Dec,12,12,134,460,1818,0
01M539,5,Jan,1,1,151,206,2814,0
01M539,5,Jan,2,2,124,117,2344,0
01M539,5,Jan,3,3,117,88,2252,0
01M539,5,Jan,4,4,113,87,2173,0
01M539,5,Jan,5,5,113,74,2186,0
01M539,5,Jan,6,6,154,141,2939,0
01M539,5,Jan,7,7,137,86,2654,0
01M539,5,Jan,8,8,121,87,2333,0
01M539,5,Jan,9,9,160,61,2338,795
01M539,5,Jan,0K,0,100,179,1802,0
01M539,5,Jan,10,10,148,62,2163,735
01M539,5,Jan,11,11,127,68,1827,631
01M539,5,Jan,12,12,178,131,2542,887
01M539,6,Feb,1,1,151,131,1983,0
01M539,6,Feb,2,2,123,98,1624,0
01M539,6,Feb,3,3,117,81,1557,0
01M539,6,Feb,4,4,113,74,1508,0
01M539,6,Feb,5,5,113,84,1498,0
01M539,6,Feb,6,6,155,72,2075,0
01M539,6,Feb,7,7,137,88,1830,0
01M539,6,Feb,8,8,121,93,1601,0
01M539,6,Feb,9,9,159,80,2146,0
01M539,6,Feb,0K,0,99,117,1269,0
01M539,6,Feb,10,10,148,58,2014,0
01M539,6,Feb,11,11,126,73,1691,0
01M539,6,Feb,12,12,177,147,2331,0
01M539,7,Mar,1,1,151,151,3171,0
01M539,7,Mar,2,2,123,112,2594,0
01M539,7,Mar,3,3,117,46,2528,0
01M539,7,Mar,4,4,113,44,2442,0
01M539,7,Mar,5,5,113,76,2410,0
01M539,7,Mar,6,6,154,84,3304,0
01M539,7,Mar,7,7,137,64,2950,0
01M539,7,Mar,8,8,121,97,2552,0
01M539,7,Mar,9,9,160,142,3359,0
01M539,7,Mar,0K,0,99,102,2076,0
01M539,7,Mar,10,10,148,99,3156,1
01M539,7,Mar,11,11,126,141,2631,0
01M539,7,Mar,12,12,177,261,3633,0
01M539,8,Apr,1,1,151,110,1853,0
01M539,8,Apr,2,2,123,89,1510,0
01M539,8,Apr,3,3,117,41,1480,0
01M539,8,Apr,4,4,113,52,1417,0
01M539,8,Apr,5,5,113,49,1420,0
01M539,8,Apr,6,6,154,71,1931,0
01M539,8,Apr,7,7,137,43,1738,0
01M539,8,Apr,8,8,120,64,1496,0
01M539,8,Apr,9,9,160,52,2028,0
01M539,8,Apr,0K,0,99,75,1212,0
01M539,8,Apr,10,10,148,54,1870,0
01M539,8,Apr,11,11,126,78,1557,3
01M539,8,Apr,12,12,177,219,2082,0
01M539,9,May,1,1,151,147,3175,0
01M539,9,May,2,2,123,100,2606,0
01M539,9,May,3,3,117,67,2507,0
01M539,9,May,4,4,113,79,2407,0
01M539,9,May,5,5,113,81,2405,0
01M539,9,May,6,6,154,107,3281,0
01M539,9,May,7,7,137,88,2926,0
01M539,9,May,8,8,120,110,2530,0
01M539,9,May,9,9,160,74,3443,3
01M539,9,May,0K,0,99,79,2097,0
01M539,9,May,10,10,149,125,3132,7
01M539,9,May,11,11,126,99,2673,0
01M539,9,May,12,12,177,439,3455,0
01M539,10,Jun,1,1,151,129,2438,151
01M539,10,Jun,2,2,123,103,1988,123
01M539,10,Jun,3,3,117,94,1895,117
01M539,10,Jun,4,4,113,92,1829,113
01M539,10,Jun,5,5,113,115,1806,113
01M539,10,Jun,6,6,154,149,2469,154
01M539,10,Jun,7,7,137,84,2245,137
01M539,10,Jun,8,8,120,134,1520,506
01M539,10,Jun,9,9,160,128,1314,1434
01M539,10,Jun,0K,0,98,108,1558,98
01M539,10,Jun,10,10,149,114,1235,1333
01M539,10,Jun,11,11,126,129,1002,1136
01M539,10,Jun,12,12,177,379,1214,1593
01M539,1,Sep,1,1,153,40,2392,0
01M539,1,Sep,2,2,126,21,1963,0
01M539,1,Sep,3,3,122,19,1853,0
01M539,1,Sep,4,4,115,29,1779,0
01M539,1,Sep,5,5,115,27,1786,0
01M539,1,Sep,6,6,158,31,2433,0
01M539,1,Sep,7,7,140,42,2152,0
01M539,1,Sep,8,8,122,28,1908,0
01M539,1,Sep,9,9,169,77,2501,0
01M539,1,Sep,0K,0,99,29,1532,0
01M539,1,Sep,10,10,155,71,2329,0
01M539,1,Sep,11,11,132,80,1938,0
01M539,1,Sep,12,12,180,122,2728,0
01M539,2,Oct,1,1,151,72,2495,0
01M539,2,Oct,2,2,124,43,2065,0
01M539,2,Oct,3,3,118,45,1950,0
01M539,2,Oct,4,4,113,35,1886,0
01M539,2,Oct,5,5,113,51,1870,0
01M539,2,Oct,6,6,154,47,2571,0
01M539,2,Oct,7,7,137,38,2291,0
01M539,2,Oct,8,8,121,57,2000,0
01M539,2,Oct,9,9,161,58,2679,0
01M539,2,Oct,0K,0,101,42,1654,0
01M539,2,Oct,10,10,149,40,2493,0
01M539,2,Oct,11,11,126,79,2063,0
01M539,2,Oct,12,12,178,112,2914,0
01M539,3,Nov,1,1,151,161,2557,0
01M539,3,Nov,2,2,124,73,2159,0
01M539,3,Nov,3,3,118,70,2054,0
01M539,3,Nov,4,4,113,44,1990,0
01M539,3,Nov,5,5,113,72,1962,0
01M539,3,Nov,6,6,154,72,2700,0
01M539,3,Nov,7,7,137,79,2387,0
01M539,3,Nov,8,8,121,64,2114,0
01M539,3,Nov,9,9,161,64,2823,0
01M539,3,Nov,0K,0,100,117,1683,0
01M539,3,Nov,10,10,149,66,2614,1
01M539,3,Nov,11,11,127,110,2159,0
01M539,3,Nov,12,12,178,147,3057,0
01M539,4,Dec,1,1,151,206,2361,0
01M539,4,Dec,2,2,124,133,1975,0
01M539,4,Dec,3,3,118,81,1910,0
01M539,4,Dec,4,4,113,89,1832,0
01M539,4,Dec,5,5,113,94,1827,0
01M539,4,Dec,6,6,154,128,2490,0
01M539,4,Dec,7,7,137,101,2228,0
01M539,4,Dec,8,8,121,77,1980,0
01M539,4,Dec,9,9,160,97,2623,0
01M539,4,Dec,0K,0,100,121,1579,0
01M539,4,Dec,10,10,148,111,2405,0
01M539,4,Dec,11,11,127,116,2042,1
01M539,4,Dec,12,12,178,174,2848,4
01M650,5,Jan,9,9,32,209,214,0
01M650,5,Jan,10,10,56,318,425,0
01M650,5,Jan,11,11,72,289,662,0
01M650,5,Jan,12,12,84,472,692,0
01M650,6,Feb,9,9,33,214,224,0
01M650,6,Feb,10,10,64,298,531,0
01M650,6,Feb,11,11,78,332,731,0
01M650,6,Feb,12,12,60,360,448,0
01M650,7,Mar,9,9,32,321,334,0
01M650,7,Mar,10,10,68,559,872,0
01M650,7,Mar,11,11,83,618,1138,0
01M650,7,Mar,12,12,59,642,583,0
01M650,8,Apr,9,9,31,209,190,0
01M650,8,Apr,10,10,65,332,478,0
01M650,8,Apr,11,11,79,380,621,0
01M650,8,Apr,12,12,56,374,337,0
01M650,9,May,9,9,30,324,336,0
01M650,9,May,10,10,61,547,768,0
01M650,9,May,11,11,75,483,1019,0
01M650,9,May,12,12,68,615,646,0
01M650,10,Jun,9,9,30,185,85,0
01M650,10,Jun,10,10,60,318,215,0
01M650,10,Jun,11,11,55,270,219,0
01M650,10,Jun,12,12,70,323,299,0
01M650,1,Sep,9,9,20,40,189,0
01M650,1,Sep,10,10,50,214,483,0
01M650,1,Sep,11,11,71,228,786,0
01M650,1,Sep,12,12,85,348,871,0
01M650,2,Oct,9,9,29,148,264,0
01M650,2,Oct,10,10,58,315,588,0
01M650,2,Oct,11,11,72,367,789,0
01M650,2,Oct,12,12,82,490,888,0
01M650,3,Nov,9,9,29,201,321,0
01M650,3,Nov,10,10,56,340,637,0
01M650,3,Nov,11,11,69,261,908,2
01M650,3,Nov,12,12,81,496,923,1
01M650,4,Dec,9,9,30,207,282,0
01M650,4,Dec,10,10,52,306,575,0
01M650,4,Dec,11,11,66,293,794,0
01M650,4,Dec,12,12,82,509,843,3
01M696,5,Jan,9,9,140,116,1984,0
01M696,5,Jan,10,10,154,104,2206,0
01M696,5,Jan,11,11,140,155,1945,0
01M696,5,Jan,12,12,114,188,1522,0
01M696,6,Feb,9,9,140,58,1902,0
01M696,6,Feb,10,10,154,81,2062,0
01M696,6,Feb,11,11,140,96,1864,0
01M696,6,Feb,12,12,114,109,1486,0
01M696,7,Mar,9,9,140,93,2987,0
01M696,7,Mar,10,10,153,99,3267,0
01M696,7,Mar,11,11,140,130,2950,0
01M696,7,Mar,12,12,113,136,2341,0
01M696,8,Apr,9,9,140,99,1721,0
01M696,8,Apr,10,10,153,50,1939,0
01M696,8,Apr,11,11,140,140,1680,0
01M696,8,Apr,12,12,113,114,1350,0
01M696,9,May,9,9,140,137,2943,0
01M696,9,May,10,10,153,102,3264,0
01M696,9,May,11,11,140,174,2906,0
01M696,9,May,12,12,113,187,2299,0
01M696,10,Jun,9,9,140,216,1044,0
01M696,10,Jun,10,10,153,260,1117,0
01M696,10,Jun,11,11,140,240,1020,0
01M696,10,Jun,12,12,113,157,860,0
01M696,1,Sep,9,9,148,43,2223,0
01M696,1,Sep,10,10,156,76,2418,0
01M696,1,Sep,11,11,140,63,2147,0
01M696,1,Sep,12,12,115,154,1672,0
01M696,2,Oct,9,9,141,69,2314,0
01M696,2,Oct,10,10,154,105,2513,0
01M696,2,Oct,11,11,140,101,2279,0
01M696,2,Oct,12,12,114,122,1816,0
01M696,3,Nov,9,9,140,70,2450,0
01M696,3,Nov,10,10,154,115,2657,0
01M696,3,Nov,11,11,140,118,2402,0
01M696,3,Nov,12,12,114,133,1919,0
01M696,4,Dec,9,9,140,71,2309,0
01M696,4,Dec,10,10,154,138,2480,0
01M696,4,Dec,11,11,140,124,2256,0
01M696,4,Dec,12,12,115,156,1773,0
01M839,5,Jan,6,6,125,130,2370,0
01M839,5,Jan,7,7,123,67,2393,0
01M839,5,Jan,8,8,121,127,2293,0
01M839,6,Feb,6,6,125,71,1673,0
01M839,6,Feb,7,7,123,73,1649,0
01M839,6,Feb,8,8,122,79,1626,0
01M839,7,Mar,6,6,124,105,2623,0
01M839,7,Mar,7,7,123,75,2631,0
01M839,7,Mar,8,8,123,153,2534,0
01M839,8,Apr,6,6,124,73,1539,0
01M839,8,Apr,7,7,123,46,1553,0
01M839,8,Apr,8,8,124,67,1524,0
01M839,9,May,6,6,124,133,2594,1
01M839,9,May,7,7,123,84,2622,0
01M839,9,May,8,8,123,182,2524,0
01M839,10,Jun,6,6,125,146,2086,0
01M839,10,Jun,7,7,125,103,2111,0
01M839,10,Jun,8,8,123,170,2044,0
01M839,1,Sep,6,6,131,80,1962,0
01M839,1,Sep,7,7,128,56,1928,0
01M839,1,Sep,8,8,126,59,1893,0
01M839,1,Sep,9,9,1,4,0,0
01M839,2,Oct,6,6,127,92,2050,0
01M839,2,Oct,7,7,124,45,2063,0
01M839,2,Oct,8,8,122,80,1994,0
01M839,3,Nov,6,6,125,74,2176,0
01M839,3,Nov,7,7,124,69,2163,0
01M839,3,Nov,8,8,122,103,2083,0
01M839,4,Dec,6,6,125,129,1996,0
01M839,4,Dec,7,7,124,77,2029,0
01M839,4,Dec,8,8,121,106,1951,0
02M001,5,Jan,1,1,48,68,871,0
02M001,5,Jan,2,2,56,106,1004,0
02M001,5,Jan,3,3,54,54,996,0
02M001,5,Jan,4,4,53,41,1019,0
02M001,5,Jan,5,5,65,42,1238,0
02M001,5,Jan,0K,0,53,98,954,0
02M001,5,Jan,PK,-1,38,95,605,36
02M001,6,Feb,1,1,46,27,617,0
02M001,6,Feb,2,2,56,37,733,0
02M001,6,Feb,3,3,52,32,696,0
02M001,6,Feb,4,4,53,23,719,0
02M001,6,Feb,5,5,64,30,852,0
02M001,6,Feb,0K,0,53,53,681,0
02M001,6,Feb,PK,-1,36,52,452,0
02M001,7,Mar,1,1,47,51,951,0
02M001,7,Mar,2,2,57,86,1164,0
02M001,7,Mar,3,3,53,53,1075,0
02M001,7,Mar,4,4,54,43,1140,0
02M001,7,Mar,5,5,63,44,1342,0
02M001,7,Mar,0K,0,54,88,1096,0
02M001,7,Mar,PK,-1,36,92,664,36
02M001,8,Apr,1,1,45,17,560,0
02M001,8,Apr,2,2,57,67,671,0
02M001,8,Apr,3,3,52,30,641,0
02M001,8,Apr,4,4,53,20,669,0
02M001,8,Apr,5,5,63,27,792,0
02M001,8,Apr,0K,0,54,53,649,0
02M001,8,Apr,PK,-1,36,57,409,0
